,Players,Costs,Total points,Positions,PPG,Team,Points per mil,Clean name
316,Gayle,5.2,4,FWD,1.0,NEW,0.77,gayle
97,Pieters,4.2,3,DEF,1.0,BUR,0.71,pieters
404,Kabasele,4.3,3,DEF,1.0,WAT,0.70,kabasele
410,Sierralta,4.3,3,DEF,1.0,WAT,0.70,sierralta
181,Kenny,4.4,3,DEF,1.5,EVE,0.68,kenny
64,Bidstrup,4.4,3,MID,1.0,BRE,0.68,bidstrup
183,Gbamin,4.4,3,MID,1.0,EVE,0.68,gbamin
149,Butland,4.4,3,GKP,1.5,CRY,0.68,butland
48,Archer,4.5,3,FWD,1.0,AVL,0.67,archer
252,Gomez,4.7,3,DEF,1.0,LIV,0.64,gomez
150,Riedewald,4.7,3,MID,1.5,CRY,0.64,riedewald
378,Doherty,4.7,3,DEF,1.0,TOT,0.64,doherty
409,Fletcher,4.9,3,FWD,1.0,WAT,0.61,fletcher
151,Mateta,5.2,3,FWD,1.0,CRY,0.58,mateta
13,Nketiah,5.4,3,FWD,1.0,ARS,0.56,nketiah
73,Steele,4.0,2,GKP,2.0,BHA,0.50,steele
2,Cédric,4.2,2,DEF,0.5,ARS,0.48,cedric
160,Clyne,4.3,2,DEF,1.0,CRY,0.47,clyne
201,Choudhury,4.4,2,MID,1.0,LEI,0.45,choudhury
363,Smallbone,4.5,2,MID,2.0,SOU,0.44,smallbone
187,Dobbin,4.5,2,FWD,0.7,EVE,0.44,dobbin
374,Caballero,4.5,2,GKP,1.0,SOU,0.44,caballero
189,Onyango,4.5,2,MID,1.0,EVE,0.44,onyango
92,Richards,4.5,2,MID,1.0,BHA,0.44,richards
95,Sarmiento,4.5,2,MID,1.0,BHA,0.44,sarmiento
186,Simms,4.5,2,FWD,2.0,EVE,0.44,simms
21,Balogun,4.7,2,FWD,1.0,ARS,0.43,balogun
371,Long,5.4,2,FWD,1.0,SOU,0.37,long
152,Eze,5.9,2,MID,1.0,CRY,0.34,eze
441,Ashby,4.0,1,DEF,1.0,WHU,0.25,ashby
178,Begović,4.0,1,GKP,1.0,EVE,0.25,begovic
25,Steer,4.0,1,GKP,1.0,AVL,0.25,steer
6,Chambers,4.2,1,DEF,0.5,ARS,0.24,chambers
5,Marí,4.2,1,DEF,0.5,ARS,0.24,mari
392,Rodon,4.3,1,DEF,1.0,TOT,0.23,rodon
429,Fredericks,4.4,1,DEF,1.0,WHU,0.23,fredericks
61,Sørensen,4.3,1,DEF,0.5,BRE,0.23,sørensen
67,Thompson,4.4,1,DEF,1.0,BRE,0.23,thompson
352,Forster,4.4,1,GKP,1.0,SOU,0.23,forster
161,Rak-Sakyi,4.4,1,MID,1.0,CRY,0.23,rak-sakyi
236,McKinstry,4.3,1,MID,1.0,LEE,0.23,mckinstry
283,McAtee,4.4,1,MID,1.0,MCI,0.23,mcatee
261,Morton,4.5,1,MID,0.5,LIV,0.22,morton
230,Greenwood,4.5,1,FWD,1.0,LEE,0.22,greenwood
212,McAteer,4.5,1,MID,1.0,LEI,0.22,mcateer
234,McCarron,4.5,1,MID,1.0,LEE,0.22,mccarron
39,Davis,4.5,1,FWD,1.0,AVL,0.22,davis
114,Roberts,4.5,1,DEF,1.0,BUR,0.22,roberts
153,Ferguson,4.5,1,DEF,1.0,CRY,0.22,ferguson
94,Locadia,4.5,1,FWD,1.0,BHA,0.22,locadia
400,Gosling,4.7,1,MID,1.0,WAT,0.21,gosling
303,Elanga,4.8,1,MID,1.0,MUN,0.21,elanga
188,Tosun,5.0,1,FWD,1.0,EVE,0.20,tosun
46,Philogene-Bidace,5.0,1,MID,1.0,AVL,0.20,philogene-bidace
222,Koch,4.3,-1,DEF,-0.5,LEE,-0.23,koch
