Number,Players,Clean name,Influence,Creativity,Threat,ICT index,Team
305,Schär,schar,0.0,0.0,0.0,0.0,Newcastle
310,Joelinton,joelinton,0.0,0.0,0.0,0.0,Newcastle
311,Lewis,lewis,0.0,0.0,0.0,0.0,Newcastle
312,M.Longstaff,m.longstaff,0.0,0.0,0.0,0.0,Newcastle
313,McGovern,mcgovern,0.0,0.0,0.0,0.0,Norwich
316,Stiepermann,stiepermann,0.0,0.0,0.0,0.0,Norwich
317,Rupp,rupp,0.0,0.0,0.0,0.0,Norwich
320,Hernández,hernandez,0.0,0.0,0.0,0.0,Norwich
321,Byram,byram,0.0,0.0,0.0,0.0,Norwich
322,Hugill,hugill,0.0,0.0,0.0,0.0,Norwich
324,Zimmermann,zimmermann,0.0,0.0,0.0,0.0,Norwich
325,Cantwell,cantwell,0.0,0.0,0.0,0.0,Norwich
327,Sørensen,sørensen,0.0,0.0,0.0,0.0,Norwich
330,Martin,martin,0.0,0.0,0.0,0.0,Norwich
332,Walcott,walcott,0.0,0.0,0.0,0.0,Southampton
333,Forster,forster,0.0,0.0,0.0,0.0,Southampton
337,Ings,ings,0.0,0.0,0.0,0.0,Aston Villa
338,Stephens,stephens,0.0,0.0,0.0,0.0,Southampton
340,Vestergaard,vestergaard,0.0,0.0,0.0,0.0,Leicester
344,Nlundulu,nlundulu,0.0,0.0,0.0,0.0,Southampton
346,Tella,tella,0.0,0.0,0.0,0.0,Southampton
347,Smallbone,smallbone,0.0,0.0,0.0,0.0,Southampton
348,Obafemi,obafemi,0.0,0.0,0.0,0.0,Southampton
350,Djenepo,djenepo,0.0,0.0,0.0,0.0,Southampton
352,Hart,hart,0.0,0.0,0.0,0.0,Spurs
355,Alderweireld,alderweireld,0.0,0.0,0.0,0.0,Spurs
356,Lamela,lamela,0.0,0.0,0.0,0.0,Spurs
358,Aurier,aurier,0.0,0.0,0.0,0.0,Spurs
360,Doherty,doherty,0.0,0.0,0.0,0.0,Spurs
366,Winks,winks,0.0,0.0,0.0,0.0,Spurs
367,Sánchez,sanchez,0.0,0.0,0.0,0.0,Spurs
368,Sessegnon,sessegnon,0.0,0.0,0.0,0.0,Spurs
370,Reguilón,reguilon,0.0,0.0,0.0,0.0,Spurs
371,Tanganga,tanganga,0.0,0.0,0.0,0.0,Spurs
374,Rodon,rodon,0.0,0.0,0.0,0.0,Spurs
377,Rose,rose,0.0,0.0,0.0,0.0,Watford
378,Gosling,gosling,0.0,0.0,0.0,0.0,Watford
380,Deeney,deeney,0.0,0.0,0.0,0.0,Watford
382,Femenía,femenia,0.0,0.0,0.0,0.0,Watford
383,Gray,gray,0.0,0.0,0.0,0.0,Watford
384,Kabasele,kabasele,0.0,0.0,0.0,0.0,Watford
385,Chalobah,chalobah,0.0,0.0,0.0,0.0,Watford
386,Hughes,hughes,0.0,0.0,0.0,0.0,Crystal Palace
388,Perica,perica,0.0,0.0,0.0,0.0,Watford
389,Bachmann,bachmann,0.0,0.0,0.0,0.0,Watford
392,Zinckernagel,zinckernagel,0.0,0.0,0.0,0.0,Watford
393,Success,success,0.0,0.0,0.0,0.0,Watford
394,Dele-Bashiru,dele-bashiru,0.0,0.0,0.0,0.0,Watford
396,Sierralta,sierralta,0.0,0.0,0.0,0.0,Watford
397,Quina,quina,0.0,0.0,0.0,0.0,Watford
398,Navarro,navarro,0.0,0.0,0.0,0.0,Watford
401,Wilmot,wilmot,0.0,0.0,0.0,0.0,Watford
402,Hungbo,hungbo,0.0,0.0,0.0,0.0,Watford
403,Louza,louza,0.0,0.0,0.0,0.0,Watford
405,Baah,baah,0.0,0.0,0.0,0.0,Watford
406,Noble,noble,0.0,0.0,0.0,0.0,West Ham
407,Randolph,randolph,0.0,0.0,0.0,0.0,West Ham
410,Reid,reid,0.0,0.0,0.0,0.0,West Ham
412,Yarmolenko,yarmolenko,0.0,0.0,0.0,0.0,West Ham
414,Dawson,dawson,0.0,0.0,0.0,0.0,West Ham
415,Fredericks,fredericks,0.0,0.0,0.0,0.0,West Ham
417,Masuaku,masuaku,0.0,0.0,0.0,0.0,West Ham
424,Diop,diop,0.0,0.0,0.0,0.0,West Ham
427,Patrício,patricio,0.0,0.0,0.0,0.0,Wolves
428,Boly,boly,0.0,0.0,0.0,0.0,Wolves
432,Marçal,marcal,0.0,0.0,0.0,0.0,Wolves
433,Jonny,jonny,0.0,0.0,0.0,0.0,Wolves
435,Traoré,traore,0.0,0.0,0.0,0.0,Wolves
440,Gibbs-White,gibbs-white,0.0,0.0,0.0,0.0,Wolves
441,Neto,neto,0.0,0.0,0.0,0.0,Wolves
442,Otasowie,otasowie,0.0,0.0,0.0,0.0,Wolves
443,Hoever,hoever,0.0,0.0,0.0,0.0,Wolves
444,Söndergaard,sondergaard,0.0,0.0,0.0,0.0,Wolves
445,Fabio Silva,fabio silva,0.0,0.0,0.0,0.0,Wolves
446,Mosquera,mosquera,0.0,0.0,0.0,0.0,Wolves
447,Welbeck,welbeck,0.0,0.0,0.0,0.0,Brighton
448,Gunn,gunn,0.0,0.0,0.0,0.0,Norwich
450,Dennis,dennis,0.0,0.0,0.0,0.0,Watford
451,Collins,collins,0.0,0.0,0.0,0.0,Burnley
452,Ruddy,ruddy,0.0,0.0,0.0,0.0,Wolves
453,Fernandinho,fernandinho,0.0,0.0,0.0,0.0,Man City
454,Pollock,pollock,0.0,0.0,0.0,0.0,Watford
456,Gibson,gibson,0.0,0.0,0.0,0.0,Norwich
457,Giannoulis,giannoulis,0.0,0.0,0.0,0.0,Norwich
459,Mata,mata,0.0,0.0,0.0,0.0,Man Utd
460,Perraud,perraud,0.0,0.0,0.0,0.0,Southampton
463,Firpo,firpo,0.0,0.0,0.0,0.0,Leeds
465,Fernández,fernandez,0.0,0.0,0.0,0.0,Newcastle
467,Etebo,etebo,0.0,0.0,0.0,0.0,Watford
469,Mebude,mebude,0.0,0.0,0.0,0.0,Watford
471,Lees-Melou,lees-melou,0.0,0.0,0.0,0.0,Norwich
473,Bertrand,bertrand,0.0,0.0,0.0,0.0,Leicester
476,Scherpen,scherpen,0.0,0.0,0.0,0.0,Brighton
480,Hennessey,hennessey,0.0,0.0,0.0,0.0,Burnley
481,Begović,begovic,0.0,0.0,0.0,0.0,Everton
483,Ajer,ajer,0.0,0.0,0.0,0.0,Brentford
485,Sancho,sancho,0.0,0.0,0.0,0.0,Man Utd
486,Gollini,gollini,0.0,0.0,0.0,0.0,Spurs
487,Bryan,bryan,0.0,0.0,0.0,0.0,Spurs
489,Areola,areola,0.0,0.0,0.0,0.0,West Ham
490,Klaesson,klaesson,0.0,0.0,0.0,0.0,Leeds
493,Clyne,clyne,0.0,0.0,0.0,0.0,Crystal Palace
496,Ramsey,ramsey,0.0,0.0,0.0,0.0,Aston Villa
497,Philogene-Bidace,philogene-bidace,0.0,0.0,0.0,0.0,Aston Villa
498,Thompson,thompson,0.0,0.0,0.0,0.0,Brentford
499,Baptiste,baptiste,0.0,0.0,0.0,0.0,Brentford
500,Andone,andone,0.0,0.0,0.0,0.0,Brighton
501,Sarr,sarr,0.0,0.0,0.0,0.0,Chelsea
502,Kenny,kenny,0.0,0.0,0.0,0.0,Everton
505,Dewsbury-Hall,dewsbury-hall,0.0,0.0,0.0,0.0,Leicester
506,Elliott,elliott,0.0,0.0,0.0,0.0,Liverpool
507,Palmer,palmer,0.0,0.0,0.0,0.0,Man City
508,Edozie,edozie,0.0,0.0,0.0,0.0,Man City
509,Heaton,heaton,0.0,0.0,0.0,0.0,Man Utd
510,Dalot,dalot,0.0,0.0,0.0,0.0,Man Utd
511,Pereira,pereira,0.0,0.0,0.0,0.0,Man Utd
512,Elanga,elanga,0.0,0.0,0.0,0.0,Man Utd
513,Woodman,woodman,0.0,0.0,0.0,0.0,Newcastle
514,Gillespie,gillespie,0.0,0.0,0.0,0.0,Newcastle
515,Mumba,mumba,0.0,0.0,0.0,0.0,Norwich
518,Broja,broja,0.0,0.0,0.0,0.0,Southampton
519,Long,long,0.0,0.0,0.0,0.0,Southampton
520,Scarlett,scarlett,0.0,0.0,0.0,0.0,Spurs
521,Alves,alves,0.0,0.0,0.0,0.0,West Ham
522,Coventry,coventry,0.0,0.0,0.0,0.0,West Ham
523,Cutrone,cutrone,0.0,0.0,0.0,0.0,Wolves
524,Wissa,wissa,0.0,0.0,0.0,0.0,Brentford
526,Chukwuemeka,chukwuemeka,0.0,0.0,0.0,0.0,Aston Villa
527,Chalobah,chalobah,0.0,0.0,0.0,0.0,Chelsea
529,Lukaku,lukaku,0.0,0.0,0.0,0.0,Chelsea
530,Balogun,balogun,0.0,0.0,0.0,0.0,Arsenal
531,Nelson,nelson,0.0,0.0,0.0,0.0,Arsenal
532,Hein,hein,0.0,0.0,0.0,0.0,Arsenal
533,Richardson,richardson,0.0,0.0,0.0,0.0,Burnley
534,Thomas,thomas,0.0,0.0,0.0,0.0,Burnley
535,Zeqiri,zeqiri,0.0,0.0,0.0,0.0,Brighton
536,Karbownik,karbownik,0.0,0.0,0.0,0.0,Brighton
537,Richards,richards,0.0,0.0,0.0,0.0,Brighton
538,Caicedo,caicedo,0.0,0.0,0.0,0.0,Brighton
539,Emerson,emerson,0.0,0.0,0.0,0.0,Chelsea
540,Hannam,hannam,0.0,0.0,0.0,0.0,Crystal Palace
541,Rak-Sakyi,rak-sakyi,0.0,0.0,0.0,0.0,Crystal Palace
542,Street,street,0.0,0.0,0.0,0.0,Crystal Palace
543,Banks,banks,0.0,0.0,0.0,0.0,Crystal Palace
544,Branthwaite,branthwaite,0.0,0.0,0.0,0.0,Everton
545,Broadhead,broadhead,0.0,0.0,0.0,0.0,Everton
546,Valery,valery,0.0,0.0,0.0,0.0,Southampton
547,Cundle,cundle,0.0,0.0,0.0,0.0,Wolves
548,Campbell,campbell,0.0,0.0,0.0,0.0,Wolves
549,Marques,marques,0.0,0.0,0.0,0.0,Wolves
550,Greenwood,greenwood,0.0,0.0,0.0,0.0,Leeds
551,Summerville,summerville,0.0,0.0,0.0,0.0,Leeds
553,Woodburn,woodburn,0.0,0.0,0.0,0.0,Liverpool
554,Baptiste,baptiste,0.0,0.0,0.0,0.0,West Ham
557,Tufan,tufan,0.0,0.0,0.0,0.0,Watford
560,Roberts,roberts,0.0,0.0,0.0,0.0,Brighton
561,Matthews,matthews,0.0,0.0,0.0,0.0,Crystal Palace
562,Drameh,drameh,0.0,0.3,0.0,0.0,Leeds
563,Cresswell,cresswell,0.0,0.0,0.0,0.0,Leeds
564,Kean,kean,0.0,0.0,0.0,0.0,Everton
565,Dodgson,dodgson,0.0,0.0,0.0,0.0,Burnley
566,Doyle,doyle,0.0,0.0,0.0,0.0,Man City
568,Archer,archer,0.0,0.0,0.0,0.0,Aston Villa
569,Stevens,stevens,0.0,0.0,0.0,0.0,Brentford
570,Nkounkou,nkounkou,0.0,0.0,0.0,0.0,Everton
571,Lonergan,lonergan,0.0,0.0,0.0,0.0,Everton
572,Okonkwo,okonkwo,0.0,0.0,0.0,0.0,Arsenal
573,Jakupovic,jakupovic,0.0,0.0,0.0,0.0,Leicester
574,Elliot,elliot,0.0,0.0,0.0,0.0,Watford
575,Lennon,lennon,0.0,0.0,0.0,0.0,Burnley
576,McCarron,mccarron,0.0,0.0,0.0,0.0,Leeds
577,Gelhardt,gelhardt,0.0,0.0,0.0,0.0,Leeds
585,Roberts,roberts,0.0,0.0,0.0,0.0,Burnley
589,Kral,kral,0.0,0.0,0.0,0.0,West Ham
591,Rondón,rondon,0.0,0.0,0.0,0.0,Everton
593,Carson,carson,0.0,0.0,0.0,0.0,Man City
595,Locadia,locadia,0.0,0.0,0.0,0.0,Brighton
596,Sinisalo,sinisalo,0.0,0.0,0.0,0.0,Aston Villa
597,Markanday,markanday,0.0,0.0,0.0,0.0,Spurs
598,Omole,omole,0.0,0.0,0.0,0.0,Spurs
599,White,white,0.0,0.0,0.0,0.0,Newcastle
600,Kenneh,kenneh,0.0,0.0,0.0,0.0,Leeds
601,McKinstry,mckinstry,0.0,0.0,0.0,0.0,Leeds
602,Simms,simms,0.0,0.0,0.0,0.0,Everton
603,Mbete,mbete,0.0,0.0,0.0,0.0,Man City
604,Wilson-Esbrand,wilson-esbrand,0.0,0.0,0.0,0.0,Man City
605,Lavia,lavia,0.0,0.0,0.0,0.0,Man City
606,Bettinelli,bettinelli,0.0,0.0,0.0,0.0,Chelsea
607,Dobbin,dobbin,0.0,0.0,0.0,0.0,Everton
608,Hjelde,hjelde,0.0,0.0,0.0,0.0,Leeds
609,Anderson,anderson,0.0,0.0,0.0,0.0,Newcastle
610,Bogarde,bogarde,0.0,0.0,0.0,0.0,Aston Villa
