,Players,Costs,Total points,Positions,PPG,Team,Points per mil,Clean name
141,Shelvey,5.3,24,MID,2.2,NEW,4.53,shelvey
25,Jensen,4.9,22,MID,2.0,BRE,4.49,jensen
29,Baptiste,4.9,22,MID,2.0,BRE,4.49,baptiste
68,Olise,5.4,24,MID,2.0,CRY,4.44,olise
165,Diallo,4.5,20,MID,1.7,SOU,4.44,diallo
22,Darlow,4.5,20,GKP,2.5,NEW,4.44,darlow
17,Vydra,5.2,23,FWD,1.8,BUR,4.42,vydra
73,Ayling,4.3,19,DEF,2.1,LEE,4.42,ayling
39,Mwepu,5.9,26,MID,2.9,BHA,4.41,mwepu
18,Bailey,6.3,27,MID,3.0,AVL,4.29,bailey
104,Milner,4.9,21,MID,1.9,LIV,4.29,milner
64,Schlupp,5.4,23,MID,1.8,CRY,4.26,schlupp
114,Jones,5.0,21,MID,4.2,LIV,4.20,jones
106,Schär,4.3,18,DEF,2.0,NEW,4.19,schar
67,Castagne,5.3,22,DEF,1.5,LEI,4.15,castagne
107,Chamberlain,5.8,24,MID,2.0,LIV,4.14,chamberlain
84,Konaté,5.1,21,DEF,3.5,LIV,4.12,konate
109,Williams,3.9,16,DEF,1.3,NOR,4.10,williams
65,Pereira,5.2,21,DEF,2.6,LEI,4.04,pereira
101,Forshaw,4.5,18,MID,1.8,LEE,4.00,forshaw
99,Dalot,4.5,18,DEF,2.2,MUN,4.00,dalot
53,Ziyech,7.3,29,MID,2.9,CHE,3.97,ziyech
135,Cathcart,4.3,17,DEF,1.2,WAT,3.95,cathcart
32,Daka,7.1,28,FWD,4.0,LEI,3.94,daka
36,Gelhardt,4.6,18,FWD,3.0,LEE,3.91,gelhardt
19,Lukaku,11.5,45,FWD,3.8,CHE,3.91,lukaku
56,João Pedro,5.4,21,FWD,1.9,WAT,3.89,joao pedro
125,Torres,6.7,26,MID,6.5,MCI,3.88,torres
23,Dubravka,4.4,17,GKP,2.4,NEW,3.86,dubravka
176,Ndombele,5.7,22,MID,2.4,TOT,3.86,ndombele
9,Hause,4.4,17,DEF,4.2,AVL,3.86,hause
31,Bachmann,4.2,16,GKP,2.0,WAT,3.81,bachmann
121,Perraud,4.8,18,DEF,2.6,SOU,3.75,perraud
30,Wissa,5.9,22,MID,2.4,BRE,3.73,wissa
54,Kane,12.1,45,FWD,3.0,TOT,3.72,kane
48,Tomkins,4.3,16,DEF,2.3,CRY,3.72,tomkins
136,Femenía,4.3,16,DEF,1.6,WAT,3.72,femenia
170,Dele,6.2,23,MID,2.6,TOT,3.71,dele
101,Ritchie,4.9,18,DEF,1.1,NEW,3.67,ritchie
97,Shackleton,4.4,16,MID,1.5,LEE,3.64,shackleton
116,Kabak,4.4,16,DEF,1.8,NOR,3.64,kabak
4,Pépé,6.9,25,MID,2.8,ARS,3.62,pepe
96,Telles,5.0,18,DEF,3.0,MUN,3.60,telles
138,Sancho,8.9,32,MID,2.3,MUN,3.60,sancho
113,Omobamidele,3.9,14,DEF,2.8,NOR,3.59,omobamidele
24,Ghoddos,5.3,19,MID,2.1,BRE,3.58,ghoddos
14,El Ghazi,5.6,20,MID,2.2,AVL,3.57,el ghazi
13,Nakamba,4.5,16,MID,1.3,AVL,3.56,nakamba
0,Xhaka,4.8,17,MID,1.9,ARS,3.54,xhaka
64,Evans,5.4,19,DEF,1.9,LEI,3.52,evans
26,Rondón,6.0,21,FWD,1.9,EVE,3.50,rondon
138,Troost-Ekong,4.3,15,DEF,1.0,WAT,3.49,troost-ekong
37,Collins,4.3,15,DEF,3.0,BUR,3.49,collins
173,Bergwijn,5.9,20,MID,2.5,TOT,3.39,bergwijn
55,Pulisic,7.9,26,MID,2.9,CHE,3.29,pulisic
34,Bamford,7.7,25,FWD,4.2,LEE,3.25,bamford
134,Rashford,9.4,30,MID,3.0,MUN,3.19,rashford
149,Rupp,4.4,14,MID,1.4,NOR,3.18,rupp
15,Tuanzebe,4.4,14,DEF,1.6,AVL,3.18,tuanzebe
81,Albrighton,5.2,16,MID,2.3,LEI,3.08,albrighton
102,Clark,4.4,13,DEF,1.1,NEW,2.95,clark
